Name,Ancho,Alto,PosX,PosY,InputX,InputY,InputW,InputH,Loc3D_X,Loc3D_Y,Loc3D_Z,Rot_P,Rot_Y,Rot_R
xmlstate/screensetup/screens/screen/layers/slice,1920,1080,0,0,0,0,1920,1080,0,0,0,0,0,0
